ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,Incumplimiento,Vivienda,Consumo,Contacto,Mes,Dias,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
12264,28,blue-collar,single,unknown,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12265,28,blue-collar,single,basic.9y,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12266,50,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12267,32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,17,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12268,49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12269,38,entrepreneur,married,basic.6y,unknown,no,no,telephone,jul,thu,5,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12270,38,services,divorced,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12271,24,technician,single,basic.6y,no,no,no,telephone,jul,thu,10,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12272,36,technician,single,professional.course,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12273,36,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12274,48,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12275,35,unemployed,divorced,basic.9y,no,no,no,cellular,jul,thu,7,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12276,46,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12277,29,admin.,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12278,29,blue-collar,single,professional.course,no,no,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12279,50,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12280,31,self-employed,unknown,professional.course,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12281,37,admin.,single,university.degree,no,no,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12282,30,technician,single,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12283,24,technician,single,basic.6y,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12284,42,services,married,high.school,no,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,1
12285,49,admin.,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12286,32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12287,27,blue-collar,divorced,unknown,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12288,28,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12289,57,admin.,married,high.school,no,no,no,telephone,jul,thu,9,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12290,39,admin.,married,high.school,unknown,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12291,25,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918,-42.7,4958,5228.1,0
12292,25,services,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12293,22,admin.,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12294,32,services,married,high.school,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12295,32,services,single,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12296,53,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12297,29,admin.,single,high.school,no,no,yes,telephone,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12298,35,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12299,32,services,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12300,22,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12301,32,self-employed,married,university.degree,unknown,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12302,41,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12303,39,housemaid,married,basic.6y,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12304,31,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12305,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12306,37,management,married,university.degree,no,no,yes,cellular,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12307,35,technician,single,university.degree,no,no,no,telephone,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12308,46,admin.,single,university.degree,no,no,no,cellular,jul,fri,10,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12309,47,technician,married,professional.course,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12310,53,management,married,high.school,no,no,no,cellular,jul,fri,10,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12311,38,entrepreneur,married,basic.9y,no,yes,no,telephone,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12312,42,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12313,31,self-employed,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12314,51,housemaid,married,high.school,unknown,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12315,29,admin.,single,high.school,no,yes,yes,cellular,jul,fri,11,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12316,53,services,divorced,basic.9y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12317,46,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12318,48,admin.,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12319,38,technician,single,professional.course,no,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12320,26,admin.,single,high.school,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12321,31,technician,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12322,42,admin.,single,university.degree,unknown,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12323,40,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12324,27,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12325,28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12326,57,blue-collar,married,high.school,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12327,27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12328,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12329,37,admin.,married,high.school,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12330,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12331,35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12332,36,admin.,married,high.school,no,unknown,unknown,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12333,31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12334,32,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12335,32,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12336,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12337,27,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12338,33,management,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12339,35,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12340,56,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12341,27,admin.,single,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12342,31,technician,single,university.degree,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12343,29,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12344,29,technician,single,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12345,37,entrepreneur,single,professional.course,no,no,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12346,26,technician,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12347,27,services,single,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12348,29,management,single,basic.9y,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12349,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12350,46,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12351,46,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12352,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12353,29,technician,single,professional.course,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12354,25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12355,36,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12356,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12357,33,admin.,single,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12358,31,technician,married,high.school,no,yes,no,cellular,jul,fri,10,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12359,26,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12360,50,self-employed,married,basic.9y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12361,33,admin.,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12362,31,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12363,25,services,married,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12364,45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12365,24,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12366,24,blue-collar,single,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12367,56,admin.,married,university.degree,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12368,30,unemployed,divorced,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12369,28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12370,54,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12371,31,technician,single,unknown,no,unknown,unknown,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12372,27,services,married,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12373,38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12374,22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12375,38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12376,32,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12377,56,admin.,married,university.degree,no,unknown,unknown,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12378,34,admin.,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12379,50,services,married,high.school,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12380,56,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12381,44,services,divorced,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12382,57,retired,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12383,26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12384,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12385,30,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12386,38,services,married,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12387,35,blue-collar,single,basic.4y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12388,29,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12389,37,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12390,33,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12391,28,management,single,university.degree,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12392,42,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12393,22,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12394,57,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12395,31,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12396,33,admin.,married,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12397,46,admin.,single,university.degree,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12398,26,blue-collar,married,basic.9y,no,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12399,47,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12400,49,technician,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12401,44,services,married,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12402,49,technician,married,professional.course,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12403,45,housemaid,married,university.degree,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12404,47,technician,divorced,professional.course,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12405,32,services,single,professional.course,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12406,45,admin.,divorced,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12407,45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12408,25,entrepreneur,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12409,25,entrepreneur,single,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12410,30,admin.,married,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12411,26,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12412,46,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12413,36,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12414,26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12415,30,unemployed,divorced,high.school,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12416,49,services,divorced,basic.6y,unknown,yes,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12417,50,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12418,25,services,single,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12419,53,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12420,45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12421,45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12422,35,technician,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12423,49,services,divorced,basic.6y,unknown,no,no,telephone,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12424,57,retired,divorced,basic.4y,unknown,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12425,59,management,married,basic.9y,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12426,35,technician,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12427,32,blue-collar,single,basic.4y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12428,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12429,43,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12430,60,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12431,60,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12432,31,technician,divorced,high.school,no,no,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12433,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12434,25,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12435,43,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12436,43,technician,single,university.degree,no,yes,no,telephone,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12437,33,management,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12438,42,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12439,52,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12440,30,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12441,33,admin.,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12442,27,technician,single,basic.9y,unknown,no,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12443,53,self-employed,married,university.degree,unknown,no,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12444,37,technician,married,professional.course,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12445,46,admin.,single,university.degree,no,no,no,cellular,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12446,38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12447,26,services,single,high.school,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12448,42,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12449,47,technician,married,professional.course,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12450,29,management,single,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12451,46,management,divorced,university.degree,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12452,37,entrepreneur,single,professional.course,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12453,38,entrepreneur,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12454,43,blue-collar,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12455,47,admin.,single,university.degree,no,no,yes,telephone,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12456,33,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12457,25,blue-collar,single,basic.6y,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,1
12458,38,entrepreneur,married,basic.9y,no,no,yes,telephone,jul,fri,4,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12459,56,admin.,married,university.degree,no,no,no,telephone,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12460,41,admin.,single,university.degree,no,yes,no,cellular,jul,fri,9,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12461,37,technician,married,professional.course,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12462,26,admin.,single,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12463,35,technician,single,university.degree,no,yes,no,cellular,jul,fri,10,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12464,49,technician,married,professional.course,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12465,41,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12466,25,technician,single,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
12467,39,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93918,-42.7,4957,5228.1,0
